job_id,service_type,price,material_cost,labor_cost,travel_cost,service_profit
2679,Roof Cleaning,800,80.0,150.03,28.6,541.37
2679,Roof Cleaning,1400,140.0,98.07,13.97,1147.96
2680,Paver Sealing,2600,1040.0,74.24,14.13,1471.63
2681,House Wash,500,74.94,191.36,23.42,210.28
2681,Paver Sealing,2400,960.0,68.34,27.49,1344.17
2681,Window Cleaning,250,7.5,97.66,29.82,115.02
2682,Driveway Cleaning,500,54.68,179.72,17.81,247.79
2682,Roof Cleaning,650,65.0,89.4,10.89,484.71
2682,House Wash,450,46.21,188.66,23.23,191.9
2683,Driveway Cleaning,300,31.97,191.09,28.0,48.94
2683,House Wash,500,52.79,155.62,24.57,267.02
2684,Paver Sealing,2400,960.0,163.85,11.82,1264.33
2685,Roof Cleaning,1000,100.0,84.02,19.12,796.86
2686,Window Cleaning,300,9.0,71.78,10.6,208.62
2686,Roof Cleaning,1200,120.0,129.01,20.76,930.23
2686,Paver Sealing,2600,1040.0,97.2,19.64,1443.16
2687,Paver Sealing,800,320.0,182.86,18.47,278.67
2687,House Wash,300,44.58,103.84,18.11,133.47
2688,Paver Sealing,1800,720.0,54.29,28.18,997.53
2689,Driveway Cleaning,400,44.87,57.83,28.78,268.52
2689,Roof Cleaning,1500,150.0,79.76,19.45,1250.79
2690,Solar Panel Cleaning,500,15.0,72.19,17.56,395.25
2691,Paver Sealing,1200,480.0,113.45,21.15,585.4
2692,Paver Sealing,2800,1120.0,52.67,10.67,1616.66
2693,Paver Sealing,1700,680.0,140.32,19.08,860.6
2693,Roof Cleaning,1100,110.0,124.59,10.81,854.6
2693,Roof Cleaning,800,80.0,199.75,13.63,506.62
2694,House Wash,550,69.94,136.6,24.1,319.36
2694,Paver Sealing,1400,560.0,83.29,23.48,733.23
2694,Driveway Cleaning,400,49.08,123.91,17.63,209.38
2695,Roof Cleaning,900,90.0,100.63,19.99,689.38
2696,Paver Sealing,1000,400.0,107.25,16.38,476.37
2696,Paver Sealing,1800,720.0,83.01,13.6,983.39
2697,Paver Sealing,1600,640.0,127.78,20.77,811.45
2698,Roof Cleaning,1300,130.0,161.7,25.16,983.14
2699,Patio/Pool Deck Cleaning,500,73.15,169.73,22.31,234.81
2699,Driveway Cleaning,350,45.89,58.39,27.71,218.01
2699,Roof Cleaning,1300,130.0,154.62,11.04,1004.34
2700,Roof Cleaning,1500,150.0,92.75,17.79,1239.46
2701,Driveway Cleaning,300,41.92,123.57,10.8,123.71
2702,Solar Panel Cleaning,500,15.0,69.37,28.92,386.71
2703,Window Cleaning,200,6.0,124.91,19.49,49.6
2703,Roof Cleaning,1200,120.0,133.98,14.94,931.08
2704,Window Cleaning,250,7.5,111.95,13.03,117.52
2704,Paver Sealing,1700,680.0,68.31,13.79,937.9
2705,Patio/Pool Deck Cleaning,350,48.77,97.15,11.69,192.39
2705,Roof Cleaning,850,85.0,162.22,14.43,588.35
2706,Patio/Pool Deck Cleaning,250,34.86,158.6,13.72,42.82
2706,House Wash,400,56.56,74.55,27.42,241.47
2706,Paver Sealing,1200,480.0,62.13,23.14,634.73
2707,Patio/Pool Deck Cleaning,500,57.97,198.92,23.57,219.54
2708,Patio/Pool Deck Cleaning,350,36.38,91.54,14.98,207.1
2709,Patio/Pool Deck Cleaning,250,32.18,99.22,26.41,92.19
2710,Roof Cleaning,750,75.0,52.05,19.63,603.32
2711,Roof Cleaning,950,95.0,92.32,27.22,735.46
2712,Paver Sealing,1200,480.0,156.19,17.77,546.04
2713,Roof Cleaning,800,80.0,154.58,14.15,551.27
2714,Paver Sealing,2200,880.0,88.35,15.94,1215.71
2715,Paver Sealing,1600,640.0,172.9,25.7,761.4
2716,House Wash,350,39.42,144.33,25.24,141.01
2717,Paver Sealing,1200,480.0,121.03,25.96,573.01
2717,Roof Cleaning,550,55.0,109.39,15.43,370.18
2717,Driveway Cleaning,450,47.77,170.86,10.18,221.19
2718,Roof Cleaning,900,90.0,138.36,15.09,656.55
2719,Paver Sealing,1600,640.0,147.9,12.43,799.67
2720,House Wash,300,44.61,109.57,21.98,123.84
2721,Driveway Cleaning,250,25.93,55.21,19.37,149.49
2722,Paver Sealing,2600,1040.0,153.14,29.86,1377.0
2723,Patio/Pool Deck Cleaning,400,48.53,69.65,23.98,257.84
2724,Roof Cleaning,1300,130.0,71.96,12.8,1085.24
2724,Roof Cleaning,850,85.0,197.75,11.93,555.32
2725,Patio/Pool Deck Cleaning,300,31.08,181.38,20.49,67.05
2725,Paver Sealing,2600,1040.0,96.45,15.94,1447.61
2725,Driveway Cleaning,350,50.48,158.57,23.39,117.56
2726,Paver Sealing,800,320.0,142.71,19.2,318.09
2727,Roof Cleaning,900,90.0,146.48,27.64,635.88
2728,House Wash,350,44.03,101.9,23.44,180.63
2729,House Wash,300,36.99,148.19,12.07,102.75
2730,Driveway Cleaning,400,55.29,175.98,15.84,152.89
2730,Patio/Pool Deck Cleaning,400,51.06,154.48,21.93,172.53
2731,House Wash,700,74.3,88.23,26.27,511.2
2731,Roof Cleaning,700,70.0,175.72,20.31,433.97
2731,Roof Cleaning,700,70.0,188.28,10.73,430.99
2732,Driveway Cleaning,250,35.61,70.88,21.6,121.91
2733,Roof Cleaning,1100,110.0,143.91,18.32,827.77
2733,Roof Cleaning,1500,150.0,160.25,11.24,1178.51
2734,Driveway Cleaning,300,39.75,81.57,23.93,154.75
2735,Driveway Cleaning,400,46.74,142.95,15.72,194.59
2735,Window Cleaning,200,6.0,167.15,14.87,11.98
2735,Driveway Cleaning,250,29.46,147.78,24.86,47.9
2736,Patio/Pool Deck Cleaning,250,29.31,78.47,27.01,115.21
2736,Paver Sealing,1300,520.0,63.01,12.34,704.65
2736,House Wash,600,62.24,187.58,24.83,325.35
2737,Window Cleaning,300,9.0,125.97,17.22,147.81
2738,Roof Cleaning,850,85.0,137.68,18.92,608.4
2738,Driveway Cleaning,200,26.53,152.84,23.7,-3.07
2738,House Wash,700,101.47,100.72,24.88,472.93
2739,Paver Sealing,1100,440.0,109.23,22.17,528.6
2739,Paver Sealing,2400,960.0,164.28,11.99,1263.73
2740,Roof Cleaning,850,85.0,61.62,21.87,681.51
2741,Patio/Pool Deck Cleaning,450,64.4,113.65,28.31,243.64
2742,Roof Cleaning,1000,100.0,162.56,11.46,725.98
2743,Window Cleaning,500,15.0,123.04,25.81,336.15
2743,Roof Cleaning,600,60.0,108.26,21.93,409.81
2744,House Wash,550,80.62,160.54,23.88,284.96
2744,Paver Sealing,1600,640.0,65.6,21.47,872.93
2744,Solar Panel Cleaning,200,6.0,192.84,18.85,-17.69
2745,Roof Cleaning,1200,120.0,76.51,21.84,981.65
2745,House Wash,350,43.64,127.01,13.28,166.07
2746,Patio/Pool Deck Cleaning,450,54.44,139.09,27.27,229.2
2747,Roof Cleaning,800,80.0,117.39,18.64,583.97
2748,Driveway Cleaning,200,28.02,65.01,28.68,78.29
2748,Paver Sealing,2400,960.0,145.19,23.45,1271.36
2748,Patio/Pool Deck Cleaning,400,45.31,99.55,20.97,234.17
2749,Roof Cleaning,700,70.0,134.32,19.31,476.37
2750,Window Cleaning,200,6.0,94.99,13.64,85.37
2750,Driveway Cleaning,500,56.11,129.18,15.51,299.2
2750,Patio/Pool Deck Cleaning,300,39.11,50.04,26.11,184.74
2751,Driveway Cleaning,300,35.75,144.54,18.84,100.87
2752,Roof Cleaning,1600,160.0,195.52,24.59,1219.89
2753,Driveway Cleaning,250,32.19,66.38,13.56,137.87
2753,Patio/Pool Deck Cleaning,500,70.23,132.76,16.33,280.68
2754,Paver Sealing,1000,400.0,128.79,24.04,447.17
2755,Driveway Cleaning,250,25.2,93.41,22.83,108.56
2755,Roof Cleaning,1400,140.0,95.41,19.72,1144.87
2756,Driveway Cleaning,250,29.04,102.73,11.27,106.96
2757,Driveway Cleaning,400,42.52,117.92,20.31,219.25
2758,House Wash,450,50.8,118.83,14.33,266.04
2758,Roof Cleaning,1100,110.0,163.4,20.42,806.18
2758,Patio/Pool Deck Cleaning,250,28.1,163.84,12.36,45.7
2759,Window Cleaning,250,7.5,88.7,13.05,140.75
2760,Solar Panel Cleaning,300,9.0,119.82,28.53,142.65
2760,Solar Panel Cleaning,350,10.5,87.13,12.08,240.29
2760,Patio/Pool Deck Cleaning,250,29.0,176.07,26.65,18.28
2761,Patio/Pool Deck Cleaning,250,33.75,151.06,17.74,47.45
2761,Roof Cleaning,800,80.0,184.61,16.65,518.74
2762,Roof Cleaning,450,45.0,102.36,12.64,290.0
2763,House Wash,450,65.66,166.66,29.53,188.15
2763,Paver Sealing,2800,1120.0,71.12,20.41,1588.47
2763,House Wash,600,61.2,199.33,22.04,317.43
2764,Paver Sealing,1500,600.0,118.7,25.05,756.25
2765,Roof Cleaning,800,80.0,180.11,10.36,529.53
2765,Driveway Cleaning,400,49.92,119.14,24.17,206.77
2765,Roof Cleaning,1500,150.0,146.73,22.33,1180.94
2766,Patio/Pool Deck Cleaning,250,28.21,89.97,18.08,113.74
2767,House Wash,300,44.36,56.94,27.63,171.07
2768,Roof Cleaning,700,70.0,70.55,21.3,538.15
2768,Roof Cleaning,1300,130.0,178.66,21.02,970.32
2769,Driveway Cleaning,200,29.81,146.77,27.49,-4.07
2769,House Wash,350,47.07,153.23,24.1,125.6
2769,Window Cleaning,400,12.0,136.35,21.88,229.77
2770,Driveway Cleaning,250,34.53,137.41,12.98,65.08
2771,House Wash,550,73.6,76.31,20.26,379.83
2772,Paver Sealing,1800,720.0,114.43,20.68,944.89
2772,Patio/Pool Deck Cleaning,400,45.99,93.35,25.99,234.67
2772,Roof Cleaning,1000,100.0,174.78,11.91,713.31
2773,Driveway Cleaning,450,57.17,157.82,14.51,220.5
2773,Roof Cleaning,700,70.0,175.24,17.17,437.59
2773,Patio/Pool Deck Cleaning,200,20.28,107.88,25.41,46.43
2774,Roof Cleaning,1100,110.0,153.83,20.12,816.05
2774,House Wash,600,82.28,87.1,14.63,415.99
2775,Paver Sealing,1100,440.0,70.92,21.41,567.67
2776,Paver Sealing,1300,520.0,166.67,14.9,598.43
2776,Roof Cleaning,750,75.0,51.9,14.34,608.76
2776,Roof Cleaning,550,55.0,167.03,25.12,302.85
2777,Roof Cleaning,500,50.0,121.37,23.07,305.56
2778,Window Cleaning,600,18.0,80.67,14.77,486.56
2779,Window Cleaning,650,19.5,148.07,18.76,463.67
2780,House Wash,400,42.53,57.33,27.56,272.58
2780,Paver Sealing,1900,760.0,72.25,10.44,1057.31
2781,House Wash,650,69.3,67.12,14.81,498.77
2782,Patio/Pool Deck Cleaning,350,45.12,198.14,17.45,89.29
2782,Roof Cleaning,500,50.0,98.69,13.66,337.65
2782,Window Cleaning,250,7.5,191.76,29.74,21.0
2783,Roof Cleaning,1500,150.0,113.53,13.73,1222.74
2784,Roof Cleaning,950,95.0,118.48,15.43,721.09
2785,Window Cleaning,700,21.0,114.22,29.67,535.11
2786,Window Cleaning,550,16.5,176.48,29.04,327.98
2786,Roof Cleaning,1100,110.0,148.94,27.13,813.93
2786,Roof Cleaning,500,50.0,119.42,29.79,300.79
2787,Roof Cleaning,950,95.0,137.92,15.96,701.12
2787,Window Cleaning,650,19.5,174.43,26.73,429.34
2787,House Wash,700,92.58,104.9,16.08,486.44
2788,Roof Cleaning,750,75.0,63.11,22.62,589.27
2788,Roof Cleaning,1200,120.0,129.0,28.53,922.47
2788,Paver Sealing,2000,800.0,166.01,11.04,1022.95
2789,House Wash,600,61.89,168.37,20.59,349.15
2790,House Wash,700,91.44,170.92,18.76,418.88
2791,Driveway Cleaning,400,52.2,116.5,11.16,220.14
2792,Roof Cleaning,900,90.0,174.16,22.64,613.2
2793,House Wash,600,68.62,123.93,22.67,384.78
2794,House Wash,300,35.17,122.43,13.69,128.71
2795,Roof Cleaning,750,75.0,118.26,16.95,539.79
2796,Paver Sealing,1100,440.0,75.64,18.66,565.7
2797,Solar Panel Cleaning,500,15.0,71.58,20.07,393.35
2798,Roof Cleaning,800,80.0,179.06,20.64,520.3
2799,Driveway Cleaning,450,59.29,56.42,30.0,304.29
2799,Paver Sealing,1600,640.0,59.23,27.05,873.72
2800,Paver Sealing,1400,560.0,177.78,22.52,639.7
2800,Patio/Pool Deck Cleaning,350,35.63,165.01,23.41,125.95
2800,Roof Cleaning,450,45.0,131.6,20.3,253.1
2801,Paver Sealing,1500,600.0,170.79,12.79,716.42
2802,Driveway Cleaning,200,25.61,106.94,10.96,56.49
2802,Roof Cleaning,950,95.0,197.98,28.24,628.78
2802,Roof Cleaning,850,85.0,65.79,14.79,684.42
2803,Paver Sealing,1700,680.0,85.33,14.89,919.78
2804,Patio/Pool Deck Cleaning,200,26.77,192.18,22.77,-41.72
2805,Solar Panel Cleaning,350,10.5,92.31,23.79,223.4
2806,Roof Cleaning,550,55.0,53.88,29.8,411.32
2806,Roof Cleaning,1000,100.0,176.44,13.61,709.95
2806,Paver Sealing,1200,480.0,106.75,27.18,586.07
2807,Paver Sealing,1400,560.0,96.38,17.49,726.13
2807,Driveway Cleaning,450,54.6,127.25,21.65,246.5
2808,Window Cleaning,300,9.0,157.79,18.81,114.4
2808,Paver Sealing,1400,560.0,146.1,25.46,668.44
2809,Paver Sealing,1500,600.0,85.92,27.35,786.73
2809,Roof Cleaning,750,75.0,99.36,21.96,553.68
2810,Paver Sealing,1500,600.0,68.96,25.22,805.82
2811,Window Cleaning,200,6.0,111.06,19.97,62.97
2812,Roof Cleaning,700,70.0,56.24,24.43,549.33
2812,Driveway Cleaning,300,37.02,174.15,19.02,69.81
2813,Roof Cleaning,500,50.0,183.39,25.43,241.18
2813,Patio/Pool Deck Cleaning,500,54.6,191.21,20.65,233.54
2813,House Wash,450,52.7,100.29,29.71,267.3
2814,Patio/Pool Deck Cleaning,350,38.84,122.29,10.85,178.02
2815,Paver Sealing,1500,600.0,166.9,17.1,716.0
2816,Solar Panel Cleaning,350,10.5,122.71,26.7,190.09
2816,Paver Sealing,1200,480.0,198.38,17.93,503.69
2817,Roof Cleaning,700,70.0,88.03,11.78,530.19
2818,Roof Cleaning,900,90.0,177.94,25.58,606.48
2818,Roof Cleaning,1300,130.0,127.09,24.17,1018.74
2819,Roof Cleaning,1000,100.0,175.65,14.39,709.96
2820,Paver Sealing,2400,960.0,107.17,25.55,1307.28
2821,Paver Sealing,2000,800.0,67.98,27.59,1104.43
2821,Roof Cleaning,1500,150.0,78.61,23.88,1247.51
2822,Driveway Cleaning,500,60.22,154.89,22.77,262.12
2823,Driveway Cleaning,350,48.26,142.68,25.74,133.32
2823,Paver Sealing,1700,680.0,182.19,22.3,815.51
2824,House Wash,500,55.46,131.36,17.42,295.76
2824,Window Cleaning,650,19.5,121.37,26.72,482.41
2825,Roof Cleaning,1100,110.0,82.57,29.68,877.75
2825,Window Cleaning,500,15.0,168.35,16.6,300.05
2826,Paver Sealing,1300,520.0,130.77,12.92,636.31
2827,Roof Cleaning,1100,110.0,108.53,19.97,861.5
2827,House Wash,450,47.44,168.76,13.42,220.38
2828,Driveway Cleaning,500,52.76,168.41,13.36,265.47
2828,Window Cleaning,450,13.5,164.19,29.08,243.23
2829,Driveway Cleaning,200,21.91,171.08,23.15,-16.14
2829,Roof Cleaning,500,50.0,95.38,12.64,341.98
2829,Paver Sealing,1000,400.0,80.55,22.88,496.57
2830,Roof Cleaning,750,75.0,131.14,21.47,522.39
2831,Paver Sealing,2400,960.0,131.56,19.43,1289.01
2831,Paver Sealing,1300,520.0,58.4,18.17,703.43
2832,Roof Cleaning,1200,120.0,143.72,29.76,906.52
2832,Roof Cleaning,1200,120.0,59.94,29.14,990.92
2833,Roof Cleaning,800,80.0,66.2,20.7,633.1
2834,Roof Cleaning,500,50.0,74.08,23.53,352.39
2835,Roof Cleaning,450,45.0,59.3,27.76,317.94
2836,House Wash,400,46.75,148.39,28.5,176.36
2837,House Wash,550,79.81,192.81,26.84,250.54
2837,Solar Panel Cleaning,300,9.0,111.48,19.83,159.69
2837,Roof Cleaning,650,65.0,95.21,13.19,476.6
2838,Roof Cleaning,750,75.0,124.65,15.5,534.85
2838,Window Cleaning,450,13.5,55.76,21.36,359.38
2839,Solar Panel Cleaning,350,10.5,196.71,26.6,116.19
2839,Roof Cleaning,1200,120.0,160.4,28.73,890.87
2840,Roof Cleaning,1500,150.0,143.85,17.69,1188.46
2840,Window Cleaning,200,6.0,107.83,28.86,57.31
2840,Paver Sealing,1300,520.0,128.55,20.74,630.71
2841,Solar Panel Cleaning,300,9.0,157.17,18.05,115.78
2842,Roof Cleaning,450,45.0,83.8,29.49,291.71
2842,Driveway Cleaning,200,29.1,83.83,13.78,73.29
2843,Roof Cleaning,850,85.0,135.01,14.6,615.39
2843,House Wash,550,72.0,69.66,16.86,391.48
2844,Paver Sealing,1900,760.0,69.09,11.23,1059.68
2845,Roof Cleaning,1300,130.0,185.87,15.87,968.26
2846,Roof Cleaning,650,65.0,50.2,16.16,518.64
2847,House Wash,450,63.23,114.16,24.03,248.58
2847,Driveway Cleaning,500,60.44,164.03,13.5,262.03
2848,House Wash,400,44.61,136.91,25.96,192.52
2849,Paver Sealing,1100,440.0,198.31,21.88,439.81
2850,Window Cleaning,300,9.0,155.47,17.1,118.43
2850,Roof Cleaning,550,55.0,125.33,22.92,346.75
2851,Driveway Cleaning,350,50.09,81.94,17.81,200.16
2852,Roof Cleaning,1400,140.0,93.46,14.66,1151.88
2853,House Wash,300,33.76,67.15,27.68,171.41
2853,Paver Sealing,2800,1120.0,173.36,18.26,1488.38
2854,Paver Sealing,1400,560.0,139.45,16.88,683.67
2854,House Wash,350,36.29,191.21,19.88,102.62
2855,House Wash,500,56.97,80.54,15.62,346.87
2855,House Wash,700,72.59,122.26,27.91,477.24
2855,House Wash,450,52.45,109.42,21.72,266.41
2856,House Wash,500,50.73,93.79,20.9,334.58
2856,Roof Cleaning,700,70.0,132.65,12.29,485.06
2857,Roof Cleaning,1200,120.0,140.75,17.84,921.41
2857,Roof Cleaning,1300,130.0,167.12,17.28,985.6
2858,Driveway Cleaning,300,41.08,186.09,28.42,44.41
2858,House Wash,350,43.95,89.85,28.72,187.48
2859,Patio/Pool Deck Cleaning,300,35.07,60.75,28.87,175.31
2859,Paver Sealing,2600,1040.0,175.83,17.34,1366.83
2860,Roof Cleaning,1000,100.0,80.16,12.49,807.35
2861,Driveway Cleaning,350,52.47,57.38,18.82,221.33
2862,Roof Cleaning,1100,110.0,157.35,27.78,804.87
2862,Paver Sealing,800,320.0,141.25,17.77,320.98
2863,House Wash,600,78.22,73.76,20.04,427.98
2863,Paver Sealing,2200,880.0,150.72,26.85,1142.43
2863,Driveway Cleaning,450,64.99,163.34,24.58,197.09
2864,Paver Sealing,1200,480.0,145.7,27.04,547.26
2864,Roof Cleaning,750,75.0,71.85,16.65,586.5
2864,Roof Cleaning,1100,110.0,130.01,20.22,839.77
2865,Paver Sealing,2600,1040.0,75.52,16.32,1468.16
2865,Paver Sealing,1300,520.0,134.07,21.67,624.26
2865,Paver Sealing,900,360.0,132.35,13.96,393.69
2866,Driveway Cleaning,400,58.42,116.27,24.86,200.45
2867,Paver Sealing,800,320.0,150.66,29.16,300.18
2868,House Wash,600,89.72,89.8,11.25,409.23
2868,House Wash,400,54.21,174.53,22.7,148.56
2869,Solar Panel Cleaning,200,6.0,105.64,13.63,74.73
2869,Roof Cleaning,1000,100.0,65.54,20.86,813.6
2870,Window Cleaning,700,21.0,123.13,17.33,538.54
2870,Window Cleaning,550,16.5,192.13,10.83,330.54
2871,Window Cleaning,450,13.5,146.25,24.34,265.91
2872,House Wash,450,55.02,103.26,19.91,271.81
2873,Patio/Pool Deck Cleaning,350,36.47,183.55,19.44,110.54
2873,Driveway Cleaning,400,42.8,150.61,14.73,191.86
2874,Patio/Pool Deck Cleaning,450,48.41,63.81,14.79,322.99
2875,Roof Cleaning,650,65.0,54.36,22.35,508.29
2875,Paver Sealing,900,360.0,191.77,28.66,319.57
2876,Patio/Pool Deck Cleaning,350,35.49,189.77,20.46,104.28
2876,House Wash,500,58.56,61.53,17.86,362.05
2877,Paver Sealing,1400,560.0,107.56,12.38,720.06
2878,Driveway Cleaning,250,27.82,145.92,19.14,57.12
2879,Paver Sealing,800,320.0,123.69,16.07,340.24
2879,Roof Cleaning,750,75.0,150.42,10.53,514.05
2880,Paver Sealing,1200,480.0,77.96,21.21,620.83
2881,Driveway Cleaning,200,27.44,185.5,10.17,-23.11
2881,Window Cleaning,550,16.5,174.08,23.41,336.01
2882,House Wash,550,71.42,135.36,10.71,332.51
2883,Paver Sealing,2000,800.0,78.69,15.47,1105.84
2883,House Wash,600,74.05,178.7,16.85,330.4
2884,Patio/Pool Deck Cleaning,200,29.11,54.35,25.41,91.13
2884,House Wash,550,55.76,91.05,15.39,387.8
2884,House Wash,300,40.66,197.24,24.23,37.87
2885,Roof Cleaning,650,65.0,152.08,14.95,417.97
2885,Roof Cleaning,700,70.0,88.64,16.67,524.69
2886,Paver Sealing,1000,400.0,117.4,19.86,462.74
2886,Paver Sealing,3000,1200.0,73.84,10.95,1715.21
2887,Paver Sealing,1000,400.0,167.92,13.38,418.7
2887,Patio/Pool Deck Cleaning,350,48.11,95.77,29.03,177.09
2888,House Wash,700,80.13,128.55,11.58,479.74
2889,Roof Cleaning,800,80.0,166.21,20.28,533.51
2890,Paver Sealing,2000,800.0,113.55,20.22,1066.23
2890,Roof Cleaning,900,90.0,132.77,29.58,647.65
2891,Roof Cleaning,500,50.0,86.45,14.97,348.58
2892,Roof Cleaning,1000,100.0,186.93,14.04,699.03
2892,Paver Sealing,1300,520.0,145.53,20.44,614.03
2892,Paver Sealing,1200,480.0,78.8,19.76,621.44
2893,Roof Cleaning,1000,100.0,164.54,12.68,722.78
2893,Paver Sealing,1300,520.0,186.22,20.71,573.07
2894,Paver Sealing,1600,640.0,110.98,27.32,821.7
2895,House Wash,700,103.57,50.89,10.95,534.59
2895,Driveway Cleaning,250,29.36,174.49,27.85,18.3
2895,Roof Cleaning,500,50.0,142.95,28.35,278.7
2896,House Wash,500,61.45,106.37,21.55,310.63
2897,Roof Cleaning,800,80.0,199.1,20.87,500.03
2898,Roof Cleaning,450,45.0,90.73,10.66,303.61
2898,Roof Cleaning,700,70.0,79.5,25.16,525.34
2899,Paver Sealing,1300,520.0,167.45,13.62,598.93
2899,Window Cleaning,550,16.5,146.26,23.38,363.86
2899,House Wash,500,64.35,119.9,22.73,293.02
2900,Roof Cleaning,450,45.0,142.49,14.68,247.83
2901,Window Cleaning,400,12.0,193.14,28.33,166.53
2902,Paver Sealing,1400,560.0,142.3,17.51,680.19
2903,Paver Sealing,800,320.0,63.08,24.78,392.14
2903,Roof Cleaning,500,50.0,122.06,29.49,298.45
2904,Window Cleaning,350,10.5,108.88,27.89,202.73
2904,Roof Cleaning,450,45.0,86.24,23.83,294.93
2905,Paver Sealing,3000,1200.0,102.35,26.64,1671.01
2905,Roof Cleaning,450,45.0,144.92,29.67,230.41
2905,Driveway Cleaning,350,37.81,132.12,16.97,163.1
2906,Paver Sealing,2000,800.0,93.35,24.77,1081.88
2907,Solar Panel Cleaning,400,12.0,111.13,19.7,257.17
2908,Driveway Cleaning,250,27.66,182.73,29.62,9.99
2909,Paver Sealing,800,320.0,101.26,15.54,363.2
2909,Solar Panel Cleaning,200,6.0,145.83,13.81,34.36
2910,Driveway Cleaning,500,58.88,100.73,16.74,323.65
2911,Roof Cleaning,1000,100.0,71.28,29.77,798.95
2912,Window Cleaning,600,18.0,196.13,22.57,363.3
2913,House Wash,550,69.63,82.11,22.51,375.75
2913,Paver Sealing,1900,760.0,129.97,19.56,990.47
2913,Driveway Cleaning,250,32.15,198.05,26.52,-6.72
2914,Paver Sealing,2200,880.0,82.15,25.65,1212.2
2914,Roof Cleaning,850,85.0,121.03,25.81,618.16
2915,Paver Sealing,3000,1200.0,146.62,17.95,1635.43
2915,Patio/Pool Deck Cleaning,250,36.57,82.67,23.87,106.89
2915,Patio/Pool Deck Cleaning,300,43.84,156.97,21.69,77.5
2916,Paver Sealing,1300,520.0,97.9,12.89,669.21
2916,Patio/Pool Deck Cleaning,400,45.72,84.95,17.98,251.35
2917,Paver Sealing,2200,880.0,82.47,12.34,1225.19
2918,House Wash,500,66.32,84.82,18.73,330.13
2918,Window Cleaning,700,21.0,76.65,20.64,581.71
2919,Paver Sealing,1900,760.0,57.49,21.12,1061.39
2920,Paver Sealing,2200,880.0,69.55,17.0,1233.45
2921,House Wash,400,48.91,63.77,22.38,264.94
2921,Patio/Pool Deck Cleaning,500,51.91,149.6,28.24,270.25
2922,Window Cleaning,400,12.0,108.77,17.31,261.92
2922,Roof Cleaning,1100,110.0,193.56,27.97,768.47
2922,Paver Sealing,1400,560.0,154.37,21.61,664.02
2923,Roof Cleaning,600,60.0,55.17,16.52,468.31
2923,Roof Cleaning,550,55.0,192.4,10.22,292.38
2923,Roof Cleaning,1300,130.0,199.07,19.86,951.07
2924,Roof Cleaning,900,90.0,187.94,24.06,598.0
2925,House Wash,650,94.55,168.41,25.01,362.03
2926,Solar Panel Cleaning,350,10.5,141.65,28.2,169.65
2927,Patio/Pool Deck Cleaning,350,41.01,108.12,23.45,177.42
2927,Driveway Cleaning,500,52.23,108.12,11.89,327.76
2927,Roof Cleaning,1000,100.0,51.08,13.63,835.29
2928,Window Cleaning,250,7.5,187.89,20.81,33.8
2928,Paver Sealing,3000,1200.0,103.65,25.03,1671.32
2929,Driveway Cleaning,250,27.42,95.53,22.42,104.63
2930,House Wash,650,72.63,60.96,21.79,494.62
2930,Roof Cleaning,1200,120.0,104.71,22.95,952.34
2930,Roof Cleaning,650,65.0,133.77,25.74,425.49
2931,Paver Sealing,2800,1120.0,58.54,17.49,1603.97
2932,Paver Sealing,900,360.0,50.97,29.79,459.24
2932,Roof Cleaning,600,60.0,177.21,20.7,342.09
2933,Roof Cleaning,700,70.0,129.12,20.29,480.59
2933,Roof Cleaning,950,95.0,148.38,28.22,678.4
2934,Paver Sealing,800,320.0,57.28,24.89,397.83
2935,Roof Cleaning,700,70.0,146.55,14.87,468.58
2935,Roof Cleaning,1400,140.0,171.31,19.82,1068.87
2936,Roof Cleaning,450,45.0,59.41,16.98,328.61
2937,Paver Sealing,1900,760.0,184.51,28.4,927.09
2937,House Wash,350,44.23,82.91,25.96,196.9
2937,Paver Sealing,900,360.0,90.08,14.67,435.25
2938,Roof Cleaning,1000,100.0,73.12,19.06,807.82
2939,Patio/Pool Deck Cleaning,200,24.44,148.96,29.19,-2.59
2939,Roof Cleaning,550,55.0,122.34,10.99,361.67
2939,House Wash,450,50.68,186.66,17.97,194.69
2940,Paver Sealing,1300,520.0,59.82,17.61,702.57
2940,House Wash,350,45.77,113.81,12.54,177.88
2941,Driveway Cleaning,350,46.49,119.35,26.08,158.08
2941,Roof Cleaning,500,50.0,62.68,10.88,376.44
2942,Roof Cleaning,1500,150.0,69.58,22.78,1257.64
2942,Roof Cleaning,650,65.0,198.1,24.35,362.55
2943,Roof Cleaning,1400,140.0,199.6,29.61,1030.79
2943,Paver Sealing,1400,560.0,118.28,19.24,702.48
2944,Roof Cleaning,1500,150.0,91.04,28.54,1230.42
2944,Roof Cleaning,550,55.0,176.3,19.51,299.19
2945,Roof Cleaning,1200,120.0,79.16,27.22,973.62
2946,Paver Sealing,2200,880.0,74.83,18.1,1227.07
2946,Roof Cleaning,950,95.0,74.91,23.26,756.83
2947,Patio/Pool Deck Cleaning,250,31.76,136.6,22.05,59.59
2948,Driveway Cleaning,350,42.02,55.6,25.38,227.0
2949,Paver Sealing,2600,1040.0,80.22,10.84,1468.94
2950,House Wash,400,52.45,119.33,28.71,199.51
2951,House Wash,550,72.9,129.05,17.49,330.56
2952,Patio/Pool Deck Cleaning,350,51.01,98.1,26.4,174.49
2952,Paver Sealing,2000,800.0,50.55,25.19,1124.26
